Task,Mode,Participant,Run time,Created at,Robot count
varying_visualization,full-state,1K91AO2YcnILoD2ayaCm5A,116.371,2013-08-26 20:44:07 UTC,100,""
maze_positioning,default,CLUkQottVhLq2jAApqVMnQ,63.601,2013-08-26 20:45:07 UTC,332,""
varying_visualization,mean,1K91AO2YcnILoD2ayaCm5A,72.109,2013-08-26 20:46:00 UTC,100,""
varying_visualization,full-state,2kiXmokerd0oXP54kwve7w,294.803,2013-08-26 20:47:05 UTC,100,""
varying_visualization,mean,1K91AO2YcnILoD2ayaCm5A,85.598,2013-08-26 20:47:52 UTC,100,""
varying_control,global,hKuxYK2tMTy6ol9GH_XQHA,156.449,2013-08-26 20:52:56 UTC,16,""
varying_visualization,full-state,H9t7SHNFh9-B6RI8eMxQYw,84.268,2013-08-26 20:57:15 UTC,100,""
robot_positioning,default,vPH3pt7wzRntEQJuCQepHQ,40.878,2013-08-26 20:58:08 UTC,9,""
varying_visualization,convex-hull,1K91AO2YcnILoD2ayaCm5A,106.545,2013-08-26 21:02:10 UTC,100,""
varying_visualization,convex-hull,2fEeRujmt-qjdvcaLyY0uQ,309.076,2013-08-26 21:03:04 UTC,100,""
varying_visualization,mean,_bN_736vk_GP_3PCf8_Zew,75.544,2013-08-26 21:04:17 UTC,100,""
varying_visualization,mean & variance,1K91AO2YcnILoD2ayaCm5A,133.302,2013-08-26 21:04:59 UTC,100,""
varying_control,attractive,_bN_736vk_GP_3PCf8_Zew,116.432,2013-08-26 21:07:03 UTC,16,""
varying_control,global,1K91AO2YcnILoD2ayaCm5A,124.253,2013-08-26 21:07:46 UTC,16,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,10.863,2013-08-26 21:09:01 UTC,4,""
maze_positioning,default,1K91AO2YcnILoD2ayaCm5A,57.367,2013-08-26 21:09:07 UTC,333,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,37.355,2013-08-26 21:09:49 UTC,6,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,6.206,2013-08-26 21:10:03 UTC,2,""
maze_positioning,default,1K91AO2YcnILoD2ayaCm5A,61.923,2013-08-26 21:10:25 UTC,420,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,20.585,2013-08-26 21:10:35 UTC,6,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,6.19,2013-08-26 21:11:16 UTC,3,""
maze_positioning,default,1K91AO2YcnILoD2ayaCm5A,73.176,2013-08-26 21:12:16 UTC,470,""
maze_positioning,default,R1SD4ECl1LRq-dBYCShFBA,57.672,2013-08-26 21:12:54 UTC,170,""
robot_positioning,default,1K91AO2YcnILoD2ayaCm5A,20.69,2013-08-26 21:13:04 UTC,3,""
robot_positioning,default,1K91AO2YcnILoD2ayaCm5A,8.334,2013-08-26 21:13:25 UTC,2,""
maze_positioning,default,R1SD4ECl1LRq-dBYCShFBA,126.454,2013-08-26 21:16:09 UTC,26,""
robot_positioning,default,1K91AO2YcnILoD2ayaCm5A,69.879,2013-08-26 21:17:00 UTC,8,""
maze_positioning,default,LZF74WTfx-TP41PSFCvvDg,72.561,2013-08-26 21:17:34 UTC,208,""
maze_positioning,default,R1SD4ECl1LRq-dBYCShFBA,94.283,2013-08-26 21:17:51 UTC,494,""
robot_positioning,default,1K91AO2YcnILoD2ayaCm5A,92.492,2013-08-26 21:18:49 UTC,10,""
robot_positioning,default,LZF74WTfx-TP41PSFCvvDg,45.963,2013-08-26 21:18:49 UTC,2,""
maze_positioning,default,R1SD4ECl1LRq-dBYCShFBA,83.992,2013-08-26 21:19:32 UTC,325,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,1.393,2013-08-26 21:20:26 UTC,1,""
robot_positioning,default,1K91AO2YcnILoD2ayaCm5A,92.456,2013-08-26 21:20:36 UTC,9,""
robot_positioning,default,1K91AO2YcnILoD2ayaCm5A,36.326,2013-08-26 21:21:23 UTC,6,""
robot_positioning,default,hJJpINAcNrE5HFoYDVQRVw,106.13,2013-08-26 21:22:27 UTC,8,""
pyramid_building,0.5,R1SD4ECl1LRq-dBYCShFBA,210.742,2013-08-26 21:23:19 UTC,8,""
pyramid_building,0.9,1K91AO2YcnILoD2ayaCm5A,212.942,2013-08-26 21:25:22 UTC,8,""
pyramid_building,5.5,b9BuNBOs6odveRytH-AghQ,463.621,2013-08-26 21:28:18 UTC,8,""
varying_visualization,mean,p8IMTCwrrQvUYMyl37JhSA,201.889,2013-08-26 21:29:09 UTC,100,""
pyramid_building,1.1,1K91AO2YcnILoD2ayaCm5A,269.583,2013-08-26 21:30:03 UTC,8,""
varying_visualization,full-state,mAKZztFrmZvbKON7IDqbnw,150.765,2013-08-26 21:31:21 UTC,100,""
varying_visualization,convex-hull,b9BuNBOs6odveRytH-AghQ,174.845,2013-08-26 21:31:28 UTC,100,""
pyramid_building,9.0,1K91AO2YcnILoD2ayaCm5A,360.513,2013-08-26 21:36:13 UTC,8,""
pyramid_building,1.1,1K91AO2YcnILoD2ayaCm5A,217.911,2013-08-26 21:40:03 UTC,8,""
varying_visualization,full-state,OCSrxonqW47OewXRPffdCA,237.812,2013-08-26 21:45:26 UTC,100,""
pyramid_building,6.7,1K91AO2YcnILoD2ayaCm5A,347.893,2013-08-26 21:46:14 UTC,8,""
varying_visualization,mean & variance,_9dcNwDLStIYBqIEdy0c4w,157.274,2013-08-26 21:47:51 UTC,100,""
varying_visualization,mean,_9dcNwDLStIYBqIEdy0c4w,73.345,2013-08-26 21:51:19 UTC,100,""
varying_visualization,full-state,p8IMTCwrrQvUYMyl37JhSA,191.298,2013-08-26 21:53:52 UTC,100,""
varying_visualization,full-state,_9dcNwDLStIYBqIEdy0c4w,159.228,2013-08-26 21:54:19 UTC,100,""
varying_visualization,full-state,oB-3kyhTYgYekQOs8WO4aQ,74.849,2013-08-26 21:58:26 UTC,100,""
varying_visualization,full-state,xSYSdvKOIZTRWzS28X0YbA,94.089,2013-08-26 22:04:53 UTC,100,""
varying_visualization,full-state,E3gN0jCveErmfUz2wgpbow,194.71,2013-08-26 22:10:27 UTC,100,""
robot_positioning,default,CLUkQottVhLq2jAApqVMnQ,25.953,2013-08-26 22:17:32 UTC,2,""
robot_positioning,default,CLUkQottVhLq2jAApqVMnQ,16.588,2013-08-26 22:18:01 UTC,3,""
varying_control,global,jMrHtjyTjbn8qW-tB4BFKA,69.875,2013-08-26 22:35:05 UTC,16,""
varying_visualization,mean & variance,pyIP8JRBIPmGrMiWfGlULw,55.872,2013-08-26 22:39:34 UTC,100,""
pyramid_building,3.7,jMrHtjyTjbn8qW-tB4BFKA,260.381,2013-08-26 22:39:53 UTC,8,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,27.329,2013-08-26 22:40:43 UTC,4,""
varying_visualization,full-state,s4xIGhr9iWORlN575davjg,147.53,2013-08-26 22:43:57 UTC,100,""
varying_visualization,mean,z1L0pt3fGFaoq_DbXH6UAg,159.406,2013-08-26 22:44:17 UTC,100,""
varying_visualization,full-state,XYqzoddoX3OR3g729SkxqA,92.187,2013-08-26 22:44:52 UTC,100,""
varying_control,repulsive,s4xIGhr9iWORlN575davjg,123.438,2013-08-26 22:46:35 UTC,16,""
varying_control,global,z1L0pt3fGFaoq_DbXH6UAg,148.582,2013-08-26 22:47:41 UTC,16,""
maze_positioning,default,s4xIGhr9iWORlN575davjg,84.469,2013-08-26 22:48:20 UTC,395,""
maze_positioning,default,z1L0pt3fGFaoq_DbXH6UAg,65.425,2013-08-26 22:48:59 UTC,87,""
robot_positioning,default,z1L0pt3fGFaoq_DbXH6UAg,93.472,2013-08-26 22:50:44 UTC,10,""
varying_visualization,mean & variance,Pq5opT8IDw1fJhxPOKeQNw,182.713,2013-08-26 22:52:49 UTC,100,""
pyramid_building,5.0,z1L0pt3fGFaoq_DbXH6UAg,175.728,2013-08-26 22:53:50 UTC,8,""
varying_visualization,convex-hull,Pq5opT8IDw1fJhxPOKeQNw,186.225,2013-08-26 22:56:19 UTC,100,""
varying_control,attractive,z1L0pt3fGFaoq_DbXH6UAg,83.491,2013-08-26 22:56:22 UTC,16,""
varying_visualization,mean & variance,jMrHtjyTjbn8qW-tB4BFKA,233.478,2013-08-26 22:58:47 UTC,100,""
maze_positioning,default,qHmZrBBTkiKD5RoiFXutmw,72.616,2013-08-26 23:01:59 UTC,360,""
pyramid_building,0.6,jMrHtjyTjbn8qW-tB4BFKA,186.932,2013-08-26 23:02:23 UTC,8,""
varying_visualization,mean & variance,Pq5opT8IDw1fJhxPOKeQNw,199.291,2013-08-26 23:02:35 UTC,100,""
varying_visualization,full-state,qHmZrBBTkiKD5RoiFXutmw,126.726,2013-08-26 23:04:26 UTC,100,""
varying_visualization,convex-hull,Pq5opT8IDw1fJhxPOKeQNw,105.41,2013-08-26 23:04:48 UTC,100,""
varying_control,global,jMrHtjyTjbn8qW-tB4BFKA,92.808,2013-08-26 23:04:58 UTC,16,""
robot_positioning,default,qHmZrBBTkiKD5RoiFXutmw,7.144,2013-08-26 23:05:28 UTC,3,""
maze_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,118.935,2013-08-26 23:07:25 UTC,159,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,13.05,2013-08-26 23:08:11 UTC,4,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,7.81,2013-08-26 23:08:24 UTC,4,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,6.69,2013-08-26 23:11:08 UTC,3,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,1.79,2013-08-26 23:11:16 UTC,1,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,124.599,2013-08-26 23:13:31 UTC,7,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,38.12,2013-08-26 23:14:27 UTC,7,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,6.842,2013-08-26 23:14:58 UTC,3,""
robot_positioning,default,jMrHtjyTjbn8qW-tB4BFKA,4.727,2013-08-26 23:15:11 UTC,3,""
pyramid_building,7.7,jMrHtjyTjbn8qW-tB4BFKA,190.076,2013-08-26 23:18:50 UTC,8,""
varying_visualization,full-state,Q36zzPRiZJTOz1jt_6cJ8g,237.376,2013-08-26 23:23:18 UTC,100,""
varying_visualization,full-state,TZEB2Nl178c14q_Upl8MYQ,161.607,2013-08-26 23:25:20 UTC,100,""
robot_positioning,default,vJTIqrNnd1AvwMlnegPZgQ,64.641,2013-08-26 23:28:20 UTC,7,""
robot_positioning,default,vJTIqrNnd1AvwMlnegPZgQ,44.764,2013-08-26 23:29:21 UTC,5,""
varying_control,global,TZEB2Nl178c14q_Upl8MYQ,172.805,2013-08-26 23:31:19 UTC,16,""
varying_visualization,full-state,yWAknmxQBl6uN3uFjnjrwA,113.685,2013-08-26 23:32:01 UTC,100,""
maze_positioning,default,TZEB2Nl178c14q_Upl8MYQ,60.428,2013-08-26 23:32:43 UTC,224,""
varying_visualization,full-state,4508ZZUshnD9IYGQSBTyiQ,62.327,2013-08-26 23:33:12 UTC,100,""
varying_control,global,4508ZZUshnD9IYGQSBTyiQ,121.979,2013-08-26 23:36:23 UTC,16,""
robot_positioning,default,C6ooqFacxq-Ii7FKDRVCEQ,15.752,2013-08-26 23:52:01 UTC,1,""
maze_positioning,default,C6ooqFacxq-Ii7FKDRVCEQ,110.338,2013-08-26 23:54:03 UTC,287,""
maze_positioning,default,C6ooqFacxq-Ii7FKDRVCEQ,95.298,2013-08-26 23:56:57 UTC,223,""
maze_positioning,default,vDduuhTYPH7bGR8ONOHN8g,54.791,2013-08-27 00:04:24 UTC,428,""
maze_positioning,default,vDduuhTYPH7bGR8ONOHN8g,36.485,2013-08-27 00:06:12 UTC,315,""
varying_control,repulsive,FuJL3s8rvNaBWFxJCq3_lw,227.95,2013-08-27 00:07:12 UTC,16,""
varying_control,repulsive,FuJL3s8rvNaBWFxJCq3_lw,161.204,2013-08-27 00:10:28 UTC,16,""
pyramid_building,4.3,vDduuhTYPH7bGR8ONOHN8g,285.541,2013-08-27 00:12:31 UTC,8,""
varying_visualization,full-state,vDduuhTYPH7bGR8ONOHN8g,102.584,2013-08-27 00:14:44 UTC,100,""
varying_visualization,convex-hull,vDduuhTYPH7bGR8ONOHN8g,83.789,2013-08-27 00:16:38 UTC,100,""
varying_control,attractive,6NsrVkqdb5T1EuKtRk1FtA,60.036,2013-08-27 00:16:51 UTC,16,""
robot_positioning,default,ucH3ZuNfLqf9XhJ8hLet3g,26.678,2013-08-27 00:17:30 UTC,3,""
varying_visualization,mean & variance,vDduuhTYPH7bGR8ONOHN8g,77.931,2013-08-27 00:18:13 UTC,100,""
varying_control,attractive,FuJL3s8rvNaBWFxJCq3_lw,180.681,2013-08-27 00:18:46 UTC,16,""
varying_visualization,mean,vDduuhTYPH7bGR8ONOHN8g,43.16,2013-08-27 00:19:09 UTC,100,""
maze_positioning,default,ucH3ZuNfLqf9XhJ8hLet3g,72.982,2013-08-27 00:22:52 UTC,179,""
maze_positioning,default,lgiAsSn9eEWrJtB-qb3XIQ,96.242,2013-08-27 00:23:56 UTC,378,""
maze_positioning,default,ucH3ZuNfLqf9XhJ8hLet3g,88.233,2013-08-27 00:25:11 UTC,339,""
maze_positioning,default,-uAprxwbIfLzdGZc42JvPg,47.599,2013-08-27 00:29:16 UTC,245,""
robot_positioning,default,-uAprxwbIfLzdGZc42JvPg,68.036,2013-08-27 00:30:41 UTC,7,""
varying_visualization,mean,M-1QtZEIF9JeQWdIzr0LXQ,185.688,2013-08-27 00:31:22 UTC,100,""
maze_positioning,default,-uAprxwbIfLzdGZc42JvPg,61.371,2013-08-27 00:33:18 UTC,242,""
varying_control,global,M-1QtZEIF9JeQWdIzr0LXQ,154.705,2013-08-27 00:34:39 UTC,16,""
maze_positioning,default,M-1QtZEIF9JeQWdIzr0LXQ,63.761,2013-08-27 00:35:58 UTC,143,""
robot_positioning,default,M-1QtZEIF9JeQWdIzr0LXQ,38.186,2013-08-27 00:36:59 UTC,5,""
pyramid_building,6.5,M-1QtZEIF9JeQWdIzr0LXQ,201.953,2013-08-27 00:40:36 UTC,8,""
varying_visualization,convex-hull,M-1QtZEIF9JeQWdIzr0LXQ,127.408,2013-08-27 00:42:58 UTC,100,""
varying_control,attractive,M-1QtZEIF9JeQWdIzr0LXQ,54.273,2013-08-27 00:44:07 UTC,16,""
maze_positioning,default,M-1QtZEIF9JeQWdIzr0LXQ,78.412,2013-08-27 00:45:33 UTC,112,""
robot_positioning,default,M-1QtZEIF9JeQWdIzr0LXQ,85.924,2013-08-27 00:47:19 UTC,9,""
varying_control,global,FuJL3s8rvNaBWFxJCq3_lw,183.274,2013-08-27 00:47:33 UTC,16,""
pyramid_building,4.1,M-1QtZEIF9JeQWdIzr0LXQ,174.884,2013-08-27 00:50:23 UTC,8,""
varying_visualization,convex-hull,M-1QtZEIF9JeQWdIzr0LXQ,93.139,2013-08-27 00:52:06 UTC,100,""
varying_control,attractive,M-1QtZEIF9JeQWdIzr0LXQ,51.601,2013-08-27 00:53:13 UTC,16,""
maze_positioning,default,M-1QtZEIF9JeQWdIzr0LXQ,49.932,2013-08-27 00:54:09 UTC,36,""
maze_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,95.473,2013-08-27 00:54:44 UTC,430,""
maze_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,43.403,2013-08-27 00:55:51 UTC,192,""
robot_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,54.414,2013-08-27 00:58:00 UTC,5,""
varying_control,global,E3gN0jCveErmfUz2wgpbow,98.552,2013-08-27 01:00:06 UTC,16,""
maze_positioning,default,E3gN0jCveErmfUz2wgpbow,73.632,2013-08-27 01:01:34 UTC,129,""
robot_positioning,default,E3gN0jCveErmfUz2wgpbow,15.256,2013-08-27 01:02:06 UTC,3,""
robot_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,127.551,2013-08-27 01:07:13 UTC,9,""
robot_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,104.083,2013-08-27 01:09:11 UTC,8,""
maze_positioning,default,XcZFeLHDM_DUxjjtKZioPQ,35.026,2013-08-27 02:21:34 UTC,125,""
maze_positioning,default,XcZFeLHDM_DUxjjtKZioPQ,43.424,2013-08-27 02:22:48 UTC,383,""
varying_visualization,full-state,s5OsIE1hiAhEw32IoSLkcA,73.836,2013-08-27 02:23:03 UTC,100,""
maze_positioning,default,_w6JuLwkLb0ZMplTGZY-_Q,54.177,2013-08-27 02:35:09 UTC,222,""
varying_visualization,full-state,RhBVPnh3Tlg9-526O4FCug,216.259,2013-08-27 02:55:36 UTC,100,""
robot_positioning,default,iLbTqneqGyqkKpnRfvHHig,15.201,2013-08-27 03:33:13 UTC,3,""
robot_positioning,default,36HZov51CUqJPMOxqj0KvA,106.53,2013-08-27 03:34:00 UTC,6,""
maze_positioning,default,QecVwZDnYPRTP6MSVUH_hA,68.796,2013-08-27 04:02:25 UTC,398,""
maze_positioning,default,QecVwZDnYPRTP6MSVUH_hA,238.259,2013-08-27 04:06:33 UTC,4,""
varying_visualization,mean & variance,QecVwZDnYPRTP6MSVUH_hA,99.324,2013-08-27 04:13:54 UTC,100,""
varying_control,global,QecVwZDnYPRTP6MSVUH_hA,116.26,2013-08-27 04:22:01 UTC,16,""
varying_control,attractive,QecVwZDnYPRTP6MSVUH_hA,69.686,2013-08-27 04:23:25 UTC,16,""
robot_positioning,default,QecVwZDnYPRTP6MSVUH_hA,1.267,2013-08-27 04:23:44 UTC,1,""
robot_positioning,default,QecVwZDnYPRTP6MSVUH_hA,3.967,2013-08-27 04:24:27 UTC,3,""
robot_positioning,default,QecVwZDnYPRTP6MSVUH_hA,69.764,2013-08-27 04:30:05 UTC,7,""
maze_positioning,default,C3K9hiOFB7oQ0ffZQp2UvA,60.05,2013-08-27 04:47:40 UTC,111,""
varying_visualization,mean,GjsQvmY-VCBEtKleOy04ng,129.321,2013-08-27 05:21:09 UTC,100,""
varying_control,attractive,AmDyCalT96MYW4BMn67BLw,176.451,2013-08-27 05:56:07 UTC,16,""
varying_visualization,full-state,HW3p6OrDEAtH0B1T0wiMpQ,102.624,2013-08-27 06:08:12 UTC,100,""
varying_visualization,mean,uCDPBvm9lgcWN3vtU5oUjw,193.229,2013-08-27 06:43:52 UTC,100,""
varying_visualization,full-state,e0lasaja37oeW70DedPbwA,134.415,2013-08-27 06:58:23 UTC,100,""
varying_visualization,mean & variance,fOHAH1AyH9o8vtgB09wwbQ,134.672,2013-08-27 07:52:00 UTC,100,""
varying_control,repulsive,YIyrm3m1Fz7xrZo0plHZdw,216.227,2013-08-27 08:01:39 UTC,16,""
robot_positioning,default,M-1QtZEIF9JeQWdIzr0LXQ,69.804,2013-08-27 00:55:29 UTC,10,""
varying_visualization,mean & variance,E3gN0jCveErmfUz2wgpbow,9789.139,2013-08-27 00:57:57 UTC,100,""
robot_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,204.03,2013-08-27 01:04:34 UTC,9,""
robot_positioning,default,E3gN0jCveErmfUz2wgpbow,164.861,2013-08-27 01:06:02 UTC,8,""
robot_positioning,default,FuJL3s8rvNaBWFxJCq3_lw,16.181,2013-08-27 01:10:23 UTC,4,""
robot_positioning,default,Mmkr1ORwLviTc-P2K5RS3Q,4.46,2013-08-27 01:13:56 UTC,2,""
varying_visualization,full-state,9bexdcrpPbDyCxCnAkJW6w,392.474,2013-08-27 01:24:09 UTC,100,""
varying_visualization,full-state,9bexdcrpPbDyCxCnAkJW6w,242.204,2013-08-27 01:36:00 UTC,100,""
varying_visualization,full-state,4t3wwshAqXoydGJiklix8w,120.314,2013-08-27 02:12:28 UTC,100,""
varying_visualization,convex-hull,s5OsIE1hiAhEw32IoSLkcA,121.124,2013-08-27 02:21:32 UTC,100,""
varying_visualization,full-state,C8fjuubp03M5xnTuWTjrrA,84.283,2013-08-27 02:30:36 UTC,100,""
varying_visualization,full-state,5PaT1j8E6gGqL3ikdyJJrQ,223.954,2013-08-27 03:03:24 UTC,100,""
varying_visualization,full-state,5PaT1j8E6gGqL3ikdyJJrQ,108.114,2013-08-27 03:05:58 UTC,100,""
varying_control,attractive,36HZov51CUqJPMOxqj0KvA,128.694,2013-08-27 03:31:29 UTC,16,""
maze_positioning,default,iLbTqneqGyqkKpnRfvHHig,44.369,2013-08-27 03:32:34 UTC,177,""
varying_visualization,mean,QecVwZDnYPRTP6MSVUH_hA,94.047,2013-08-27 03:57:12 UTC,100,""
varying_control,repulsive,QecVwZDnYPRTP6MSVUH_hA,146.158,2013-08-27 04:00:43 UTC,16,""
maze_positioning,default,QecVwZDnYPRTP6MSVUH_hA,91.858,2013-08-27 04:08:20 UTC,359,""
maze_positioning,default,QecVwZDnYPRTP6MSVUH_hA,33.264,2013-08-27 04:09:08 UTC,126,""
maze_positioning,default,QecVwZDnYPRTP6MSVUH_hA,41.113,2013-08-27 04:10:03 UTC,165,""
maze_positioning,default,QecVwZDnYPRTP6MSVUH_hA,55.757,2013-08-27 04:11:09 UTC,168,""
varying_visualization,full-state,QecVwZDnYPRTP6MSVUH_hA,105.698,2013-08-27 04:16:05 UTC,100,""
varying_visualization,convex-hull,QecVwZDnYPRTP6MSVUH_hA,109.323,2013-08-27 04:18:11 UTC,100,""
varying_visualization,full-state,QecVwZDnYPRTP6MSVUH_hA,70.534,2013-08-27 04:19:40 UTC,100,""
robot_positioning,default,QecVwZDnYPRTP6MSVUH_hA,5.149,2013-08-27 04:24:00 UTC,3,""
robot_positioning,default,QecVwZDnYPRTP6MSVUH_hA,4.331,2013-08-27 04:24:12 UTC,4,""
robot_positioning,default,QecVwZDnYPRTP6MSVUH_hA,32.356,2013-08-27 04:31:00 UTC,5,""
robot_positioning,default,C3K9hiOFB7oQ0ffZQp2UvA,18.385,2013-08-27 04:48:18 UTC,4,""
varying_visualization,full-state,g5arMuTved2K3rn58df7Hg,131.931,2013-08-27 06:43:58 UTC,100,""
varying_visualization,full-state,uCDPBvm9lgcWN3vtU5oUjw,91.325,2013-08-27 06:45:40 UTC,100,""
varying_visualization,mean & variance,e0lasaja37oeW70DedPbwA,99.355,2013-08-27 07:05:43 UTC,100,""
varying_visualization,full-state,1UQcY3HflOd6Qz8cBKRJDg,235.931,2013-08-27 08:54:03 UTC,100,""
varying_control,attractive,dtr7DtDS86Z17d8ETFEwsw,49.053,2013-08-27 08:59:18 UTC,16,""
robot_positioning,default,dtr7DtDS86Z17d8ETFEwsw,3.741,2013-08-27 08:59:46 UTC,1,""
varying_control,repulsive,4SQ9ZpmJqDdHMgIWGFpOgw,174.91,2013-08-27 09:38:50 UTC,16,""
maze_positioning,default,4SQ9ZpmJqDdHMgIWGFpOgw,95.905,2013-08-27 09:40:56 UTC,401,""
robot_positioning,default,4SQ9ZpmJqDdHMgIWGFpOgw,20.248,2013-08-27 09:41:41 UTC,2,""
pyramid_building,4.6,4SQ9ZpmJqDdHMgIWGFpOgw,228.816,2013-08-27 09:45:50 UTC,8,""
varying_visualization,convex-hull,exDk9y-wZzwgPxVk685jlg,267.744,2013-08-27 10:15:41 UTC,100,""
robot_positioning,default,exDk9y-wZzwgPxVk685jlg,1.714,2013-08-27 10:17:25 UTC,1,""
robot_positioning,default,exDk9y-wZzwgPxVk685jlg,112.455,2013-08-27 10:19:30 UTC,10,""
robot_positioning,default,exDk9y-wZzwgPxVk685jlg,41.893,2013-08-27 10:20:40 UTC,5,""
varying_visualization,convex-hull,__IL8g5eDi_Uk_MIzzjKfw,197.602,2013-08-27 11:09:11 UTC,100,""
varying_visualization,convex-hull,eN8EKY8VO7_xof0Y4Mu4jA,121.66,2013-08-27 11:17:32 UTC,100,""
varying_control,global,eN8EKY8VO7_xof0Y4Mu4jA,51.414,2013-08-27 11:18:49 UTC,16,""
maze_positioning,default,eN8EKY8VO7_xof0Y4Mu4jA,97.879,2013-08-27 11:20:34 UTC,441,""
robot_positioning,default,eN8EKY8VO7_xof0Y4Mu4jA,24.418,2013-08-27 11:21:09 UTC,4,""
varying_visualization,full-state,i5cCL3qv3LupRk5lyPvRuA,288.481,2013-08-27 11:25:37 UTC,100,""
varying_visualization,full-state,yWZB6PM2KacMoRTXSIL8YA,134.345,2013-08-27 11:33:34 UTC,100,""
maze_positioning,default,SWUK6i1q_rD_c6VgKZRisQ,119.775,2013-08-27 12:12:17 UTC,45,""
varying_visualization,mean,GajZfOdQGpzHNi4Y9ppffA,60.698,2013-08-27 12:42:27 UTC,100,""
varying_visualization,full-state,CVpVM6SJdjZQnL1kmHsTIQ,165.192,2013-08-27 12:46:55 UTC,100,""
varying_visualization,convex-hull,KOyfURR2zaClsNah1e5Xcg,214.209,2013-08-27 13:13:47 UTC,100,""
maze_positioning,default,4DVWRc9p8mNyE07mWc02Jw,98.2,2013-08-27 13:44:30 UTC,235,""
maze_positioning,default,4DVWRc9p8mNyE07mWc02Jw,90.057,2013-08-27 13:48:43 UTC,470,""
maze_positioning,default,yeI1eQqz3GuFUcRVYzJ1qg,137.31,2013-08-27 14:06:19 UTC,178,""
robot_positioning,default,yeI1eQqz3GuFUcRVYzJ1qg,368.173,2013-08-27 14:15:14 UTC,7,""
robot_positioning,default,HDUQ8R93fsv6Iwh9nfoG6g,16.797,2013-08-27 14:27:15 UTC,2,""
varying_visualization,full-state,04S0DFzYBDhc033v75pkiw,111.83,2013-08-27 14:27:23 UTC,100,""
robot_positioning,default,HDUQ8R93fsv6Iwh9nfoG6g,33.857,2013-08-27 14:28:00 UTC,3,""
robot_positioning,default,HDUQ8R93fsv6Iwh9nfoG6g,47.914,2013-08-27 14:28:59 UTC,4,""
varying_control,attractive,04S0DFzYBDhc033v75pkiw,47.055,2013-08-27 14:29:09 UTC,16,""
maze_positioning,default,04S0DFzYBDhc033v75pkiw,54,2013-08-27 14:30:17 UTC,256,""
robot_positioning,default,04S0DFzYBDhc033v75pkiw,20.649,2013-08-27 14:31:26 UTC,4,""
varying_visualization,mean,ZXo6URn2h14mE9RuulBnEQ,120.982,2013-08-27 14:36:58 UTC,100,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,13.604,2013-08-27 14:42:23 UTC,2,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,4.899,2013-08-27 14:42:48 UTC,3,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,5.009,2013-08-27 14:43:10 UTC,4,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,1.29,2013-08-27 14:44:37 UTC,1,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,35.191,2013-08-27 14:45:23 UTC,6,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,15.671,2013-08-27 14:46:04 UTC,3,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,5.057,2013-08-27 14:46:19 UTC,2,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,4.894,2013-08-27 14:46:32 UTC,2,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,70.122,2013-08-27 14:47:56 UTC,8,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,58.483,2013-08-27 14:49:24 UTC,9,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,24.505,2013-08-27 14:50:05 UTC,5,""
robot_positioning,default,Bnn_lUjwXQuSES5Du-waqw,35.174,2013-08-27 14:52:12 UTC,10,""
maze_positioning,default,Bnn_lUjwXQuSES5Du-waqw,86.242,2013-08-27 15:01:39 UTC,422,""
maze_positioning,default,Bnn_lUjwXQuSES5Du-waqw,51.344,2013-08-27 15:02:39 UTC,103,""
maze_positioning,default,Bnn_lUjwXQuSES5Du-waqw,53.934,2013-08-27 15:03:38 UTC,87,""
