Task,Mode,Participant,Run time,Created at,Robot count
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,32.733,2013-08-26 16:22:31 UTC,6,""
varying_visualization,full-state,NR2rJiuqc0Wm36OCy0mvfw,123.225,2013-08-26 16:22:32 UTC,100,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,3.483,2013-08-26 16:22:36 UTC,1,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,1.307,2013-08-26 16:22:38 UTC,1,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,2.924,2013-08-26 16:22:45 UTC,2,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,1.242,2013-08-26 16:22:52 UTC,1,""
robot_positioning,default,_aGEykviPDbldSRfFanbQw,91.858,2013-08-26 16:22:53 UTC,5,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,68.274,2013-08-26 16:22:59 UTC,7,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,44.185,2013-08-26 16:23:16 UTC,5,""
varying_visualization,mean,tgOMHnfjgyxiZP-HvUrijw,139.992,2013-08-26 16:23:45 UTC,100,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,44.576,2013-08-26 16:23:55 UTC,5,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,49.795,2013-08-26 16:25:21 UTC,6,""
varying_control,attractive,4ioCIXH9UNx5k3AlPD2dQg,45.854,2013-08-26 16:25:32 UTC,16,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,7.079,2013-08-26 16:25:34 UTC,3,""
maze_positioning,default,X3x4HOf5UdSis-XTIy6ErQ,98.768,2013-08-26 16:25:40 UTC,441,""
pyramid_building,3.3,j41QhzELg7-4iuGuVf6oyA,238.789,2013-08-26 16:25:42 UTC,8,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,25.308,2013-08-26 16:25:49 UTC,5,""
varying_visualization,full-state,b9BuNBOs6odveRytH-AghQ,167.427,2013-08-26 16:25:49 UTC,100,""
varying_control,attractive,j0UqLs1QgSfEUMXf_0ISeg,59.444,2013-08-26 16:25:56 UTC,16,""
varying_control,repulsive,eYmUVYqyV3O_GyWCzSQI8Q,316.432,2013-08-26 16:26:12 UTC,16,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,26.382,2013-08-26 16:26:21 UTC,6,""
maze_positioning,default,4ioCIXH9UNx5k3AlPD2dQg,49.65,2013-08-26 16:26:31 UTC,371,""
robot_positioning,default,4ioCIXH9UNx5k3AlPD2dQg,8.376,2013-08-26 16:27:43 UTC,3,""
varying_visualization,full-state,qFQBhjyv_pcCOKLkjcmd-Q,176.438,2013-08-26 16:27:46 UTC,100,""
varying_control,attractive,eYmUVYqyV3O_GyWCzSQI8Q,129.49,2013-08-26 16:28:40 UTC,16,""
varying_control,global,pFs-Iqvp4EHO1R1uoXPmLQ,258.659,2013-08-26 16:29:22 UTC,16,""
maze_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,142.824,2013-08-26 16:29:27 UTC,242,""
varying_visualization,convex-hull,zY9Vto5kvcpCToswmlCSXg,130.725,2013-08-26 16:30:20 UTC,100,""
maze_positioning,default,j41QhzELg7-4iuGuVf6oyA,47.588,2013-08-26 16:30:39 UTC,119,""
varying_control,attractive,pFs-Iqvp4EHO1R1uoXPmLQ,64.46,2013-08-26 16:30:41 UTC,16,""
maze_positioning,default,T8e99OqJOmWntgUSXxmffQ,75.131,2013-08-26 16:30:48 UTC,417,""
varying_visualization,mean & variance,qFQBhjyv_pcCOKLkjcmd-Q,115.546,2013-08-26 16:30:50 UTC,100,""
pyramid_building,1.0,QSjrzQju83ZfNQdnmpJuqQ,229.551,2013-08-26 16:31:08 UTC,8,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,2.058,2013-08-26 16:31:11 UTC,1,""
pyramid_building,3.6,usNVl8mJBy6CMAnBH_vlcw,228.798,2013-08-26 16:31:12 UTC,8,""
maze_positioning,default,NKR9WZ9c5Gpjf0n7Gm7CSg,77.86,2013-08-26 16:13:31 UTC,288,""
varying_visualization,mean,KpDhUXAoPeJYWzA3uW4-5w,75.347,2013-08-26 16:13:44 UTC,100,""
maze_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,62.983,2013-08-26 16:13:44 UTC,432,""
robot_positioning,default,rKpOoIe_9u0bbbSd4QDYkA,30.407,2013-08-26 16:14:23 UTC,4,""
maze_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,40.282,2013-08-26 16:14:29 UTC,188,""
maze_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,29.759,2013-08-26 16:15:11 UTC,159,""
varying_visualization,full-state,7chr7Ld2vHxAMF6MaTU4yg,185.115,2013-08-26 16:16:35 UTC,100,""
varying_visualization,mean & variance,pFs-Iqvp4EHO1R1uoXPmLQ,242.581,2013-08-26 16:16:47 UTC,100,""
varying_visualization,full-state,zlh4KNPtgXH3S1SZ_Gf7dw,152.3,2013-08-26 16:16:49 UTC,100,""
varying_control,global,cz5iQP-7LOaOkJvmRdQE5Q,47.578,2013-08-26 16:17:36 UTC,16,""
varying_visualization,convex-hull,VtaGhxDr15TM7egPBycuNw,130.375,2013-08-26 16:18:10 UTC,100,""
varying_visualization,mean & variance,X-CyCZzAsJaEH98xo6eoeQ,118.539,2013-08-26 16:18:11 UTC,100,""
maze_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,41.741,2013-08-26 16:18:39 UTC,224,""
varying_visualization,mean & variance,zH3ovkR8twckv4MFgOXMsw,114.92,2013-08-26 16:19:01 UTC,100,""
varying_control,global,gADcRWGQmSj4u9en8UsVWA,84.183,2013-08-26 16:19:21 UTC,16,""
maze_positioning,default,AkCqrZ0kW0fSqnbTC_iZmw,112.086,2013-08-26 16:19:38 UTC,308,""
varying_visualization,mean,pFs-Iqvp4EHO1R1uoXPmLQ,138.356,2013-08-26 16:19:45 UTC,100,""
varying_visualization,full-state,NR2rJiuqc0Wm36OCy0mvfw,138.789,2013-08-26 16:20:19 UTC,100,""
varying_visualization,mean & variance,X3x4HOf5UdSis-XTIy6ErQ,108.364,2013-08-26 16:21:02 UTC,100,""
varying_visualization,mean & variance,VtaGhxDr15TM7egPBycuNw,171.857,2013-08-26 16:21:15 UTC,100,""
maze_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,74.54,2013-08-26 16:22:19 UTC,304,""
varying_control,repulsive,b9_dnMSP8lwfcK0oJU6U-g,391.005,2013-08-26 16:22:58 UTC,16,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,4.806,2013-08-26 16:23:00 UTC,2,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,1.225,2013-08-26 16:23:07 UTC,1,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,1.234,2013-08-26 16:23:12 UTC,1,""
robot_positioning,default,ZvU3JX4sXBJT0pzr1-XIQg,32.566,2013-08-26 16:23:48 UTC,5,""
varying_visualization,convex-hull,pFs-Iqvp4EHO1R1uoXPmLQ,133.724,2013-08-26 16:24:06 UTC,100,""
varying_visualization,full-state,_7_9Pg0r3cWv5iXRaBT94g,60.742,2013-08-26 16:24:11 UTC,100,""
varying_visualization,full-state,4ioCIXH9UNx5k3AlPD2dQg,103.065,2013-08-26 16:24:23 UTC,100,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,53.536,2013-08-26 16:24:26 UTC,10,""
varying_control,attractive,42Rn_H0lTNiRWkcp38Wfew,61.933,2013-08-26 16:24:38 UTC,16,""
maze_positioning,default,b9_dnMSP8lwfcK0oJU6U-g,106.164,2013-08-26 16:24:55 UTC,206,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,35.44,2013-08-26 16:25:10 UTC,10,""
robot_positioning,default,b9_dnMSP8lwfcK0oJU6U-g,10.262,2013-08-26 16:25:17 UTC,3,""
maze_positioning,default,QSjrzQju83ZfNQdnmpJuqQ,191.849,2013-08-26 16:25:28 UTC,228,""
varying_visualization,full-state,VusYEtwoTj18KVbTpcfZ8g,189.973,2013-08-26 16:25:56 UTC,100,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,2.014,2013-08-26 16:26:03 UTC,1,""
robot_positioning,default,UcohMOlm9NbBMr3Mtl95ag,79.784,2013-08-26 16:26:22 UTC,7,""
varying_visualization,mean & variance,sch0tjH4FVxoA2-3RxDiqw,181.74,2013-08-26 16:26:36 UTC,100,""
varying_visualization,full-state,1K91AO2YcnILoD2ayaCm5A,172.431,2013-08-26 16:26:42 UTC,100,""
robot_positioning,default,sjxzwc98_cNE-eK3H4EfeA,107.385,2013-08-26 16:26:48 UTC,4,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,41.939,2013-08-26 16:26:58 UTC,5,""
robot_positioning,default,QSjrzQju83ZfNQdnmpJuqQ,4.226,2013-08-26 16:26:59 UTC,1,""
varying_visualization,full-state,qvy5G0tUZIapZZtQx8k7OA,201.636,2013-08-26 16:27:02 UTC,100,""
maze_positioning,default,T8e99OqJOmWntgUSXxmffQ,104.283,2013-08-26 16:27:11 UTC,353,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,6.432,2013-08-26 16:27:16 UTC,3,""
varying_visualization,full-state,t7aMv1uaMi14G8O0AT95Lw,165.811,2013-08-26 16:27:26 UTC,100,""
robot_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,32.761,2013-08-26 16:28:00 UTC,5,""
varying_visualization,full-state,S78mB7Lxc5pKr4rWqxTehg,151.702,2013-08-26 16:28:03 UTC,100,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,48.144,2013-08-26 16:28:16 UTC,8,""
varying_visualization,full-state,j41QhzELg7-4iuGuVf6oyA,147.075,2013-08-26 16:28:35 UTC,100,""
robot_positioning,default,t7aMv1uaMi14G8O0AT95Lw,2.982,2013-08-26 16:29:06 UTC,1,""
maze_positioning,default,T8e99OqJOmWntgUSXxmffQ,97.285,2013-08-26 16:29:15 UTC,400,""
maze_positioning,default,-So6EXA5ckDHhfeD93-3LA,101.171,2013-08-26 16:29:16 UTC,380,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,26.245,2013-08-26 16:29:18 UTC,7,""
robot_positioning,default,9Fb4DCrno7EJxQcGZQ3aUw,22.473,2013-08-26 16:29:29 UTC,2,""
varying_visualization,convex-hull,ka9ocXy_NXSGaHNJJBsS5A,360.358,2013-08-26 16:30:08 UTC,100,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,22.305,2013-08-26 16:30:09 UTC,6,""
robot_positioning,default,cz5iQP-7LOaOkJvmRdQE5Q,2.096,2013-08-26 16:30:19 UTC,1,""
maze_positioning,default,7chr7Ld2vHxAMF6MaTU4yg,112.69,2013-08-26 16:30:39 UTC,350,""
varying_visualization,full-state,iTB0F3VLZLZSK2agP7DEOw,128.547,2013-08-26 16:30:54 UTC,100,""
pyramid_building,9.2,b9_dnMSP8lwfcK0oJU6U-g,347.282,2013-08-26 16:31:11 UTC,8,""
varying_visualization,mean & variance,HkH8iVKGfXINnsyL4d6DFg,168.252,2013-08-26 16:31:23 UTC,100,""
varying_visualization,full-state,gxtnpBSpBUVSkPKrHUgLyw,105.645,2013-08-26 16:31:36 UTC,100,""
pyramid_building,5.3,cz5iQP-7LOaOkJvmRdQE5Q,118.952,2013-08-26 16:32:40 UTC,8,""
robot_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,59.034,2013-08-26 16:32:44 UTC,5,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,76.646,2013-08-26 16:32:44 UTC,5,""
varying_visualization,full-state,esvC8sUsc_JgIrZagMyRAw,265.945,2013-08-26 16:33:27 UTC,100,""
robot_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,3.299,2013-08-26 16:31:12 UTC,1,""
robot_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,18.074,2013-08-26 16:31:37 UTC,4,""
varying_visualization,convex-hull,-BEAvP7djLMT7AJBQ77LvA,181.888,2013-08-26 16:32:14 UTC,100,""
maze_positioning,default,Gu0RB_ziRzY5_22iP8miwg,73.216,2013-08-26 16:32:16 UTC,354,""
robot_positioning,default,4S4X_9zfhenUpcgL7DHmSA,13.25,2013-08-26 16:33:14 UTC,2,""
varying_visualization,full-state,xVWj8amitbFYtLpCUMsAcA,99.304,2013-08-26 16:33:29 UTC,100,""
varying_visualization,convex-hull,b9_dnMSP8lwfcK0oJU6U-g,125.241,2013-08-26 16:33:30 UTC,100,""
robot_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,80.861,2013-08-26 16:34:13 UTC,8,""
varying_visualization,mean & variance,-BEAvP7djLMT7AJBQ77LvA,90.909,2013-08-26 16:34:15 UTC,100,""
varying_control,attractive,ka9ocXy_NXSGaHNJJBsS5A,144.99,2013-08-26 16:34:17 UTC,16,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,97.128,2013-08-26 16:34:38 UTC,9,""
maze_positioning,default,T0Ui4BX0fyQ7TH6bBuXn7w,120.395,2013-08-26 16:34:41 UTC,255,""
varying_visualization,full-state,Gu0RB_ziRzY5_22iP8miwg,126.516,2013-08-26 16:34:56 UTC,100,""
robot_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,83.586,2013-08-26 16:35:46 UTC,7,""
varying_visualization,full-state,7ec1ImEa1zEFFFu2UPXwyA,85.325,2013-08-26 16:35:55 UTC,100,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,61.663,2013-08-26 16:35:59 UTC,5,""
robot_positioning,default,j0UqLs1QgSfEUMXf_0ISeg,4.968,2013-08-26 16:36:03 UTC,3,""
maze_positioning,default,eYmUVYqyV3O_GyWCzSQI8Q,67.276,2013-08-26 16:36:12 UTC,116,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,5.63,2013-08-26 16:36:23 UTC,2,""
maze_positioning,default,j41QhzELg7-4iuGuVf6oyA,59.906,2013-08-26 16:36:39 UTC,311,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,16.285,2013-08-26 16:37:31 UTC,4,""
varying_control,repulsive,esvC8sUsc_JgIrZagMyRAw,192.283,2013-08-26 16:37:46 UTC,16,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,6.538,2013-08-26 16:37:48 UTC,4,""
maze_positioning,default,xVWj8amitbFYtLpCUMsAcA,86.173,2013-08-26 16:38:07 UTC,394,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,1.294,2013-08-26 16:38:40 UTC,1,""
robot_positioning,default,P7r9Byhk04FFw1xVMq9AIQ,5.453,2013-08-26 16:39:20 UTC,3,""
robot_positioning,default,P7r9Byhk04FFw1xVMq9AIQ,6.456,2013-08-26 16:39:51 UTC,2,""
varying_control,attractive,-BEAvP7djLMT7AJBQ77LvA,59.753,2013-08-26 16:39:53 UTC,16,""
robot_positioning,default,xVWj8amitbFYtLpCUMsAcA,13.703,2013-08-26 16:40:12 UTC,4,""
maze_positioning,default,c5pq6YoOZ50n6EqHgHHYEQ,96.074,2013-08-26 16:40:32 UTC,384,""
varying_control,attractive,1K91AO2YcnILoD2ayaCm5A,125.857,2013-08-26 16:40:36 UTC,16,""
maze_positioning,default,j41QhzELg7-4iuGuVf6oyA,158.369,2013-08-26 16:33:36 UTC,446,""
varying_visualization,convex-hull,sch0tjH4FVxoA2-3RxDiqw,204.783,2013-08-26 16:34:08 UTC,100,""
varying_control,global,eYmUVYqyV3O_GyWCzSQI8Q,273.084,2013-08-26 16:34:08 UTC,16,""
varying_visualization,convex-hull,qFQBhjyv_pcCOKLkjcmd-Q,162.681,2013-08-26 16:34:14 UTC,100,""
varying_visualization,convex-hull,BT3Rxzvni_03UYnFLeQ-pg,184.15,2013-08-26 16:35:07 UTC,100,""
maze_positioning,default,j41QhzELg7-4iuGuVf6oyA,100.541,2013-08-26 16:35:29 UTC,443,""
robot_positioning,default,T0Ui4BX0fyQ7TH6bBuXn7w,34.694,2013-08-26 16:35:46 UTC,6,""
varying_visualization,mean,-BEAvP7djLMT7AJBQ77LvA,102.475,2013-08-26 16:36:10 UTC,100,""
varying_visualization,mean,qFQBhjyv_pcCOKLkjcmd-Q,100.769,2013-08-26 16:36:10 UTC,100,""
varying_visualization,full-state,1K91AO2YcnILoD2ayaCm5A,148.305,2013-08-26 16:36:18 UTC,100,""
varying_control,global,xVWj8amitbFYtLpCUMsAcA,149.685,2013-08-26 16:36:33 UTC,16,""
robot_positioning,default,Gu0RB_ziRzY5_22iP8miwg,2.325,2013-08-26 16:36:55 UTC,1,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,7.87,2013-08-26 16:36:58 UTC,4,""
maze_positioning,default,A70mQ-fiFslHyCVlrvrOQw,173.517,2013-08-26 16:37:32 UTC,500,""
maze_positioning,default,dNlDulranLJeiKgNa_1tDA,194.26,2013-08-26 16:38:03 UTC,2,""
varying_visualization,full-state,-BEAvP7djLMT7AJBQ77LvA,101.687,2013-08-26 16:38:11 UTC,100,""
maze_positioning,default,P7r9Byhk04FFw1xVMq9AIQ,88.965,2013-08-26 16:38:23 UTC,234,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,21.417,2013-08-26 16:38:26 UTC,5,""
varying_control,attractive,BT3Rxzvni_03UYnFLeQ-pg,44.525,2013-08-26 16:38:53 UTC,16,""
robot_positioning,default,P7r9Byhk04FFw1xVMq9AIQ,11.299,2013-08-26 16:39:09 UTC,4,""
robot_positioning,default,T8e99OqJOmWntgUSXxmffQ,59.725,2013-08-26 16:39:53 UTC,7,""
varying_visualization,full-state,vT2_9ENYogqGfVJxPDckEA,246.84,2013-08-26 16:40:17 UTC,100,""
robot_positioning,default,A70mQ-fiFslHyCVlrvrOQw,129.839,2013-08-26 16:40:18 UTC,10,""
maze_positioning,default,esvC8sUsc_JgIrZagMyRAw,142.879,2013-08-26 16:40:24 UTC,420,""
maze_positioning,default,BT3Rxzvni_03UYnFLeQ-pg,105.131,2013-08-26 16:41:07 UTC,320,""
robot_positioning,default,OugTnKyvwsMM4Mk_XvffUw,4.804,2013-08-26 16:41:27 UTC,1,""
varying_control,repulsive,pFs-Iqvp4EHO1R1uoXPmLQ,644.105,2013-08-26 16:41:46 UTC,16,""
varying_control,global,-BEAvP7djLMT7AJBQ77LvA,109.08,2013-08-26 16:41:54 UTC,16,""
robot_positioning,default,F7wAfh9wu3KMXz79DHDV1Q,89.154,2013-08-26 16:43:09 UTC,6,""
varying_control,repulsive,vT2_9ENYogqGfVJxPDckEA,184.18,2013-08-26 16:43:31 UTC,16,""
pyramid_building,1.7,xVWj8amitbFYtLpCUMsAcA,196.502,2013-08-26 16:43:34 UTC,8,""
varying_visualization,full-state,ZsqIt0NvG2P-8LVEAaZwCQ,154.664,2013-08-26 16:43:55 UTC,100,""
robot_positioning,default,F7wAfh9wu3KMXz79DHDV1Q,10.75,2013-08-26 16:44:06 UTC,4,""
varying_control,repulsive,-BEAvP7djLMT7AJBQ77LvA,152.158,2013-08-26 16:44:41 UTC,16,""
maze_positioning,default,pFs-Iqvp4EHO1R1uoXPmLQ,149.584,2013-08-26 16:44:42 UTC,442,""
maze_positioning,default,vT2_9ENYogqGfVJxPDckEA,62.66,2013-08-26 16:44:45 UTC,46,""
robot_positioning,default,F7wAfh9wu3KMXz79DHDV1Q,33.454,2013-08-26 16:45:13 UTC,6,""
varying_visualization,mean,VJJBnu2svNQBsTpB0FqpnQ,198.067,2013-08-26 16:45:17 UTC,100,""
varying_control,repulsive,1K91AO2YcnILoD2ayaCm5A,264.331,2013-08-26 16:45:19 UTC,16,""
varying_visualization,mean,GgvMbSS3gfRdyTBGkbeuuw,112.563,2013-08-26 16:45:34 UTC,100,""
robot_positioning,default,vT2_9ENYogqGfVJxPDckEA,35.846,2013-08-26 16:45:39 UTC,5,""
varying_visualization,mean & variance,TvT5ycbj5zL7zqrQdwuNNg,217.153,2013-08-26 16:45:57 UTC,100,""
varying_visualization,mean & variance,xVWj8amitbFYtLpCUMsAcA,151.563,2013-08-26 16:46:26 UTC,100,""
varying_visualization,full-state,ebm-MWfnsR3i0Lg_0YQOEA,108.412,2013-08-26 16:46:29 UTC,100,""
maze_positioning,default,-BEAvP7djLMT7AJBQ77LvA,69.506,2013-08-26 16:47:02 UTC,321,""
robot_positioning,default,-BEAvP7djLMT7AJBQ77LvA,11.064,2013-08-26 16:48:20 UTC,4,""
varying_control,global,xVWj8amitbFYtLpCUMsAcA,101.264,2013-08-26 16:48:22 UTC,16,""
robot_positioning,default,-BEAvP7djLMT7AJBQ77LvA,33.198,2013-08-26 16:49:03 UTC,7,""
robot_positioning,default,-BEAvP7djLMT7AJBQ77LvA,1.291,2013-08-26 16:49:11 UTC,1,""
varying_control,global,ebm-MWfnsR3i0Lg_0YQOEA,123.431,2013-08-26 16:49:17 UTC,16,""
robot_positioning,default,-BEAvP7djLMT7AJBQ77LvA,1.221,2013-08-26 16:49:19 UTC,1,""
varying_control,repulsive,b9BuNBOs6odveRytH-AghQ,291.156,2013-08-26 16:49:27 UTC,16,""
robot_positioning,default,-BEAvP7djLMT7AJBQ77LvA,4.458,2013-08-26 16:49:28 UTC,4,""
maze_positioning,default,xVWj8amitbFYtLpCUMsAcA,65.101,2013-08-26 16:49:34 UTC,287,""
maze_positioning,default,1K91AO2YcnILoD2ayaCm5A,212.947,2013-08-26 16:49:38 UTC,118,""
robot_positioning,default,pFs-Iqvp4EHO1R1uoXPmLQ,152.133,2013-08-26 16:50:48 UTC,6,""
robot_positioning,default,pFs-Iqvp4EHO1R1uoXPmLQ,10.037,2013-08-26 16:51:09 UTC,3,""
robot_positioning,default,aVqYbwqaUgHX388FW1CThQ,4.789,2013-08-26 16:51:11 UTC,1,""
varying_visualization,full-state,VJJBnu2svNQBsTpB0FqpnQ,321.111,2013-08-26 16:51:12 UTC,100,""
robot_positioning,default,xVWj8amitbFYtLpCUMsAcA,107.215,2013-08-26 16:51:34 UTC,8,""
maze_positioning,default,1K91AO2YcnILoD2ayaCm5A,102.467,2013-08-26 16:51:36 UTC,131,""
varying_visualization,full-state,Us3kUoTBbjoFA4YG0cHszA,87.327,2013-08-26 16:51:51 UTC,100,""
robot_positioning,default,pFs-Iqvp4EHO1R1uoXPmLQ,47.069,2013-08-26 16:52:09 UTC,6,""
maze_positioning,default,huCiU4lOo_ulAoqVtbKt-Q,71.283,2013-08-26 16:52:41 UTC,31,""
robot_positioning,default,pFs-Iqvp4EHO1R1uoXPmLQ,55.305,2013-08-26 16:53:14 UTC,7,""
pyramid_building,5.9,-BEAvP7djLMT7AJBQ77LvA,218.089,2013-08-26 16:53:14 UTC,8,""
maze_positioning,default,1K91AO2YcnILoD2ayaCm5A,102.15,2013-08-26 16:53:45 UTC,197,""
pyramid_building,4.8,xVWj8amitbFYtLpCUMsAcA,130.28,2013-08-26 16:53:54 UTC,8,""
robot_positioning,default,wVddE_3s1Ohw_sk4ZBcZwA,11.357,2013-08-26 16:54:11 UTC,3,""
robot_positioning,default,W38zOTIl_4_XkUHt-qf4Fw,159.26,2013-08-26 16:54:18 UTC,7,""
varying_control,global,Us3kUoTBbjoFA4YG0cHszA,108.678,2013-08-26 16:54:37 UTC,16,""
pyramid_building,0.5,aVqYbwqaUgHX388FW1CThQ,214.299,2013-08-26 16:55:20 UTC,8,""
varying_visualization,full-state,k5qM2hwOYp9dR5B4E0uuVg,120.274,2013-08-26 16:55:30 UTC,100,""
maze_positioning,default,wToR8uuzy2veqma4eMyuMw,85.951,2013-08-26 16:56:00 UTC,356,""
varying_visualization,mean & variance,xVWj8amitbFYtLpCUMsAcA,117.449,2013-08-26 16:56:12 UTC,100,""
varying_control,global,xVWj8amitbFYtLpCUMsAcA,92.102,2013-08-26 16:57:52 UTC,16,""
varying_visualization,full-state,40OcJmzV3AiUE15skjzwYA,139.887,2013-08-26 16:59:09 UTC,100,""
varying_visualization,full-state,Vtfpko8WIlXFXfO883Y2qA,99.781,2013-08-26 16:59:11 UTC,100,""
robot_positioning,default,Ifg46DI8X0N2hbfCkvhbiQ,76.141,2013-08-26 16:59:18 UTC,5,""
pyramid_building,5.9,pFs-Iqvp4EHO1R1uoXPmLQ,246.488,2013-08-26 16:59:28 UTC,8,""
robot_positioning,default,xVWj8amitbFYtLpCUMsAcA,9.384,2013-08-26 16:59:34 UTC,4,""
varying_visualization,full-state,HCeAlQoBVHp0r2raRKV0uA,135.982,2013-08-26 16:59:37 UTC,100,""
maze_positioning,default,ASkoaQYuGONPboZt-pBZdg,135.572,2013-08-26 16:59:49 UTC,294,""
varying_visualization,full-state,CeiJ-Q9WbVUIagEXvAzWTA,199.013,2013-08-26 17:00:00 UTC,100,""
robot_positioning,default,nU3cFLf_4jqcZF6rSIQfxA,3.117,2013-08-26 17:00:15 UTC,1,""
varying_control,attractive,NrxhBHB_hMGKxEdrsm4IMw,107.5,2013-08-26 17:01:34 UTC,16,""
robot_positioning,default,Us3kUoTBbjoFA4YG0cHszA,98.912,2013-08-26 17:02:19 UTC,10,""
varying_visualization,mean & variance,JTwTleUaxorCpdYiHs0QaQ,171.782,2013-08-26 17:03:07 UTC,100,""
maze_positioning,default,nU3cFLf_4jqcZF6rSIQfxA,76.068,2013-08-26 17:04:17 UTC,402,""
robot_positioning,default,nU3cFLf_4jqcZF6rSIQfxA,1.971,2013-08-26 17:04:36 UTC,1,""
maze_positioning,default,NfZStLq0ici_YWFh5eDD5w,197.566,2013-08-26 17:04:37 UTC,421,""
varying_visualization,convex-hull,60m1RBwUToEN7NjTmjso8A,134.809,2013-08-26 17:07:57 UTC,100,""
varying_visualization,full-state,Jta4gBOgyp5pFzG4_KW3gQ,126.63,2013-08-26 17:07:57 UTC,100,""
pyramid_building,2.9,Us3kUoTBbjoFA4YG0cHszA,150.036,2013-08-26 17:08:25 UTC,8,""
varying_control,repulsive,-TD-7r7WEVhvI3mw8pm7DQ,177.198,2013-08-26 17:08:37 UTC,16,""
varying_visualization,full-state,EkDb3FS94EhBeiS5jOyi7Q,141.022,2013-08-26 17:09:10 UTC,100,""
robot_positioning,default,_xfC8O8qGceXpeNlpjDLkg,91.758,2013-08-26 17:12:13 UTC,6,""
varying_visualization,mean,QJuniLiILa8svQTHMODNSw,139.585,2013-08-26 17:12:37 UTC,100,""
varying_control,attractive,VJJBnu2svNQBsTpB0FqpnQ,223.695,2013-08-26 17:13:14 UTC,16,""
maze_positioning,default,EkDb3FS94EhBeiS5jOyi7Q,86.137,2013-08-26 17:15:07 UTC,234,""
robot_positioning,default,t9ThZkiaeQMd4w1tC5b4aQ,21.594,2013-08-26 17:15:16 UTC,3,""
robot_positioning,default,jTVdnKZsQXgT6OhvMcaixA,14.652,2013-08-26 17:15:20 UTC,4,""
varying_visualization,full-state,QJuniLiILa8svQTHMODNSw,147.947,2013-08-26 17:15:27 UTC,100,""
varying_control,attractive,rYkThBpQDnX3B6me828R_w,222.378,2013-08-26 17:16:23 UTC,16,""
robot_positioning,default,EkDb3FS94EhBeiS5jOyi7Q,76.113,2013-08-26 17:16:53 UTC,5,""
varying_control,global,_xfC8O8qGceXpeNlpjDLkg,125.053,2013-08-26 17:18:16 UTC,16,""
varying_visualization,mean & variance,QJuniLiILa8svQTHMODNSw,105.1,2013-08-26 17:18:20 UTC,100,""
varying_visualization,mean,ITKMma6m5R9aNjw9jf3kUA,120.683,2013-08-26 17:18:39 UTC,100,""
varying_visualization,full-state,-TD-7r7WEVhvI3mw8pm7DQ,169.453,2013-08-26 17:20:49 UTC,100,""
varying_visualization,full-state,A7-WOxiPVy9-UH4Olp6xeQ,124.659,2013-08-26 17:20:55 UTC,100,""
